"","professionals.professionals_location","lon","lat"
"562","California, California",-117.9859038,35.125801
"563","Tempe, Arizona",-111.9400054,33.4255104
"564","Tempe, Arizona",-111.9400054,33.4255104
"565","Sunnyvale, California",-122.0363496,37.36883
"566","Boston, Massachusetts",-71.0588801,42.3600825
"567","Tempe, Arizona",-111.9400054,33.4255104
"568","Tempe, Arizona",-111.9400054,33.4255104
"569","Irvine, California",-117.8265049,33.6845673
"570","California, California",-117.9859038,35.125801
"571","Tempe, Arizona",-111.9400054,33.4255104
"572","Cambridge, Massachusetts",-71.1097335,42.3736158
"573","California, California",-117.9859038,35.125801
"574","Tempe, Arizona",-111.9400054,33.4255104
"575","Tempe, Arizona",-111.9400054,33.4255104
"576","Tempe, Arizona",-111.9400054,33.4255104
"577","Tempe, Arizona",-111.9400054,33.4255104
"578","Tempe, Arizona",-111.9400054,33.4255104
"579","California, California",-117.9859038,35.125801
"580","San Francisco, California",-122.4194155,37.7749295
"581","California, California",-117.9859038,35.125801
"582","Tempe, Arizona",-111.9400054,33.4255104
"583","Tempe, Arizona",-111.9400054,33.4255104
"584","California, California",-117.9859038,35.125801
"585","California, California",-117.9859038,35.125801
"586","California, California",-117.9859038,35.125801
"587","California, California",-117.9859038,35.125801
"588","San Francisco, California",-122.4194155,37.7749295
"589","Sunnyvale, California",-122.0363496,37.36883
"590","Boston, Massachusetts",-71.0588801,42.3600825
"591","Fremont, California",-121.988583,37.5485396
"592","Los Angeles, California",-118.2436849,34.0522342
"593","Ashburn, Virginia",-77.4874416,39.0437567
"594","Oshkosh, Wisconsin",-88.5426136,44.0247062
"595","Milpitas, California",-121.8995741,37.4323341
"596","Canada",-106.346771,56.130366
"597","Washington, Washington",-80.2461714,40.17396
"598","Atlanta, Georgia",-84.3879824,33.7489954
"599","Nashville, Tennessee",-86.7816016,36.1626638
"600","New York, New York",-77.8856212,42.8710697
"601","New York, New York",-74.0059728,40.7127753
"602","Chicago, Illinois",-87.6297982,41.8781136
"603","New York, New York",-77.8856212,42.8710697
"604","Buffalo, New York",-78.8783689,42.8864468
"605","Chicago, Illinois",-87.6297982,41.8781136
"606","Vancouver, British Columbia, Canada",-123.1207375,49.2827291
"607","New York, New York",-74.0059728,40.7127753
"608","Newcastle upon Tyne, England, United Kingdom",-1.61778,54.978252
"609","Ypsilanti, Michigan",-83.6129939,42.2411499
"610","California, California",-117.9859038,35.125801
"611","California, California",-117.9859038,35.125801
"612","Mountain View, California",-122.0838511,37.3860517
"613","Mountain View, California",-122.0838511,37.3860517
"614","San Francisco, California",-122.4194155,37.7749295
"615","Cambridge, Massachusetts",-71.1097335,42.3736158
"616","Israel",34.851612,31.046051
"617","Alexandria, Virginia",-77.0469214,38.8048355
"618","Redwood City, California",-122.228141,37.4847955
"619","San Francisco, California",-122.4194155,37.7749295
"620","Boston, Massachusetts",-71.0588801,42.3600825
"621","New York, New York",-74.0059728,40.7127753
"622","Phoenix, Arizona",-112.0740373,33.4483771
"623","Virginia Beach, Virginia",-75.977985,36.8529263
"624","Chicago, Illinois",-87.6297982,41.8781136
"625","Riverbank, California",-120.9357139,37.7360111
"626","Detroit, Michigan",-83.0457538,42.331427
"627","London, Ontario, Canada",-81.2452768,42.9849233
"628","Adliswil, Switzerland",8.5270459,47.3124347
"629","New York, New York",-74.0059728,40.7127753
"630","Northborough, Massachusetts",-71.6411997,42.3195556
"631","Denver, Colorado",-104.990251,39.7392358
"632","New York, New York",-74.0059728,40.7127753
"633","Germantown, Wisconsin",-88.1103691,43.2286174
"634","Fremont, California",-121.988583,37.5485396
"635","Sacramento, California",-121.4943996,38.5815719
"636","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"637","New York, New York",-74.0059728,40.7127753
"638","Croswell, Michigan",-82.621038,43.2755809
"639","California, California",-117.9859038,35.125801
"640","London, England, United Kingdom",-0.1275862,51.5072178
"641","Pleasanton, California",-121.8757968,37.6604484
"642","Baltimore, Maryland",-76.6121893,39.2903848
"643","New York, New York",-77.8856212,42.8710697
"644","Boston, Massachusetts",-71.0588801,42.3600825
"645","New York, New York",-74.0059728,40.7127753
"646","Peru, Indiana",-86.0688811,40.7536528
"647","Sebastopol, California",-122.8238806,38.4021359
"648","California, California",-117.9859038,35.125801
"649","New York, New York",-77.8856212,42.8710697
"650","Los Angeles, California",-118.2436849,34.0522342
"651","New York, New York",-77.8856212,42.8710697
"652","New York, New York",-77.8856212,42.8710697
"653","Media, Pennsylvania",-75.387693,39.9167783
"654","New York, New York",-77.8856212,42.8710697
"655","San Francisco, California",-122.4194155,37.7749295
"656","Boston, Massachusetts",-71.0588801,42.3600825
"657","California, California",-117.9859038,35.125801
"658","New York, New York",-74.0059728,40.7127753
"659","New York, New York",-74.0059728,40.7127753
"660","San Jose, California",-121.8863286,37.3382082
"661","Boston, Massachusetts",-71.0588801,42.3600825
"662","Lake Worth, Florida",-80.0684479,26.6167555
"663","New York, New York",-74.0059728,40.7127753
"664","New York, New York",-74.0059728,40.7127753
"665","New York, New York",-77.8856212,42.8710697
"666","New York, New York",-74.0059728,40.7127753
"667","Madison, Wisconsin",-89.4012302,43.0730517
"668","Boston, Massachusetts",-71.0588801,42.3600825
"669","California, California",-117.9859038,35.125801
"670","Vietnam",108.277199,14.058324
"671","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"672","California, California",-117.9859038,35.125801
"673","Boston, Massachusetts",-71.0588801,42.3600825
"674","California, California",-117.9859038,35.125801
"675","Santa Clara, California",-121.9552356,37.3541079
"676","New York, New York",-77.8856212,42.8710697
"677","New York, New York",-77.8856212,42.8710697
"678","Boston, Massachusetts",-71.0588801,42.3600825
"679","New York, New York",-74.0059728,40.7127753
"680","New York, New York",-74.0059728,40.7127753
"681","Los Angeles, California",-118.2436849,34.0522342
"682","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"683","New York, New York",-74.0059728,40.7127753
"684","California, California",-117.9859038,35.125801
"685","Boston, Massachusetts",-71.0588801,42.3600825
"686","Salt Lake City, Utah",-111.8910474,40.7607793
"687","New York, New York",-74.0059728,40.7127753
"688","Hong Kong",114.1693611,22.3193039
"689","Ipswich, Massachusetts",-70.8411558,42.6791832
"690","Boston, Massachusetts",-71.0588801,42.3600825
"691","Waltham, Massachusetts",-71.2356113,42.3764852
"692","Haslet, Texas",-97.3477957,32.9748469
"693","Boise, Idaho",-116.2023137,43.6150186
"694","Boston, Massachusetts",-71.0588801,42.3600825
"695","Burlingame, California",-122.34809,37.5778696
"696","Boston, Massachusetts",-71.0588801,42.3600825
"697","Redwood City, California",-122.228141,37.4847955
"698","Dedham, Massachusetts",-71.1676536,42.2436085
"699","Boston, Massachusetts",-71.0588801,42.3600825
"700","California, California",-117.9859038,35.125801
"701","Boston, Massachusetts",-71.0588801,42.3600825
"702","Boston, Massachusetts",-71.0588801,42.3600825
"703","New York, New York",-77.8856212,42.8710697
"704","Irvine, California",-117.8265049,33.6845673
"705","Boston, Massachusetts",-71.0588801,42.3600825
"706","Boston, Massachusetts",-71.0588801,42.3600825
"707","Los Angeles, California",-118.2436849,34.0522342
"708","Boston, Massachusetts",-71.0588801,42.3600825
"709","Mahwah, New Jersey",-74.1435843,41.0886216
"710","Los Angeles, California",-118.2436849,34.0522342
"711","Los Angeles, California",-118.2436849,34.0522342
"712","Boston, Massachusetts",-71.0588801,42.3600825
"713","New York, New York",-74.0059728,40.7127753
"714","California, California",-117.9859038,35.125801
"715","Malaysia",101.975766,4.210484
"716","Methuen, Massachusetts",-71.1908924,42.7262016
"717","Concord, New Hampshire",-71.5375718,43.2081366
"718","Lebanon, New Hampshire",-72.2517569,43.6422934
"719","Boston, Massachusetts",-71.0588801,42.3600825
"720","Sharon, Massachusetts",-71.1786237,42.1236499
"721","Chicago, Illinois",-87.6297982,41.8781136
"722","St. Louis, Missouri",-90.1994042,38.6270025
"723","Asheville, North Carolina",-82.5514869,35.5950581
"724","New York, New York",-74.0059728,40.7127753
"725","Marlborough, Massachusetts",-71.5522874,42.3459271
"726","Boston, Massachusetts",-71.0588801,42.3600825
"727","Newport Beach, California",-117.9298493,33.6188829
"728","Washington",-120.7401385,47.7510741
"729","Los Angeles, California",-118.2436849,34.0522342
"730","San Jose, California",-121.8863286,37.3382082
"731","Boston, Massachusetts",-71.0588801,42.3600825
"732","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"733","New York, New York",-77.8856212,42.8710697
"734","New York, New York",-74.0059728,40.7127753
"735","Boston, Massachusetts",-71.0588801,42.3600825
"736","New York, New York",-74.0059728,40.7127753
"737","Rockville Centre, New York",-73.6412406,40.6587138
"738","Los Angeles, California",-118.2436849,34.0522342
"739","New York, New York",-77.8856212,42.8710697
"740","Boston, Massachusetts",-71.0588801,42.3600825
"741","California, California",-117.9859038,35.125801
"742","Milpitas, California",-121.8995741,37.4323341
"743","Boston, Massachusetts",-71.0588801,42.3600825
"744","Boston, Massachusetts",-71.0588801,42.3600825
"745","New York, New York",-77.8856212,42.8710697
"746","New York, New York",-77.8856212,42.8710697
"747","Canada",-106.346771,56.130366
"748","Istanbul, Turkey",28.9783589,41.0082376
"749","Burlingame, California",-122.34809,37.5778696
"750","Redwood City, California",-122.228141,37.4847955
"751","New York, New York",-77.8856212,42.8710697
"752","Boston, Massachusetts",-71.0588801,42.3600825
"753","New York, New York",-74.0059728,40.7127753
"754","California, California",-117.9859038,35.125801
"755","Los Angeles, California",-118.2436849,34.0522342
"756","New York, New York",-74.0059728,40.7127753
"757","Hoboken, New Jersey",-74.0323626,40.7439905
"758","Boston, Massachusetts",-71.0588801,42.3600825
"759","Los Angeles, California",-118.2436849,34.0522342
"760","Boston, Massachusetts",-71.0588801,42.3600825
"761","Boston, Massachusetts",-71.0588801,42.3600825
"762","California, California",-117.9859038,35.125801
"763","Montreal, Canada",-73.567256,45.5016889
"764","California, California",-117.9859038,35.125801
"765","California, California",-117.9859038,35.125801
"766","New York, New York",-74.0059728,40.7127753
"767","California, California",-117.9859038,35.125801
"768","New York, New York",-74.0059728,40.7127753
"769","Boston, Massachusetts",-71.0588801,42.3600825
"770","Irving, Texas",-96.9488945,32.8140177
"771","Uruguay",-55.765835,-32.522779
"772","Boston, Massachusetts",-71.0588801,42.3600825
"773","San Francisco, California",-122.4194155,37.7749295
"774","Salt Lake City, Utah",-111.8910474,40.7607793
"775","Los Angeles, California",-118.2436849,34.0522342
"776","Boston, Massachusetts",-71.0588801,42.3600825
"777","Burlingame, California",-122.34809,37.5778696
"778","Mullingar",-7.3381378,53.5259334
"779","Spokane, Washington",-117.4260465,47.6587802
"780","Redwood City, California",-122.228141,37.4847955
"781","California, California",-117.9859038,35.125801
"782","Kitchener, Ontario, Canada",-80.4925337,43.4516395
"783","Austin, Texas",-97.7430608,30.267153
"784","San Diego, California",-117.1610838,32.715738
"785","California, California",-117.9859038,35.125801
"786","San Francisco, California",-122.4194155,37.7749295
"787","Redwood City, California",-122.228141,37.4847955
"788","Kahului, Hawaii",-156.4729469,20.8893351
"789","Chicago, Illinois",-87.6297982,41.8781136
"790","Redwood City, California",-122.228141,37.4847955
"791","New York, New York",-74.0059728,40.7127753
"792","Connecticut, Connecticut",-73.087749,41.6032207
"793","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"794","Ontario, Ontario, Canada",-85.323214,51.253775
"795","New York, New York",-74.0059728,40.7127753
"796","Upper Darby, Pennsylvania",-75.2878235,39.9593175
"797","New York, New York",-74.0059728,40.7127753
"798","Chicago, Illinois",-87.6297982,41.8781136
"799","Washington",-120.7401385,47.7510741
"800","New York, New York",-74.0059728,40.7127753
"801","San Francisco, California",-122.4194155,37.7749295
"802","San Francisco, California",-122.4194155,37.7749295
"803","Boston, Massachusetts",-71.0588801,42.3600825
"804","San Francisco, California",-122.4194155,37.7749295
"805","San Francisco, California",-122.4194155,37.7749295
"806","California, California",-117.9859038,35.125801
"807","Boston, Massachusetts",-71.0588801,42.3600825
"808","San Francisco, California",-122.4194155,37.7749295
"809","California, California",-117.9859038,35.125801
"810","Kathmandu, Central Development Region, Nepal",85.2722472,27.4695853
"811","California, California",-117.9859038,35.125801
"812","California, California",-117.9859038,35.125801
"813","San Francisco, California",-122.4194155,37.7749295
"814","California, California",-117.9859038,35.125801
"815","Boston, Massachusetts",-71.0588801,42.3600825
"816","Bengaluru, Karnataka, India",77.5945627,12.9715987
"817","New York, New York",-74.0059728,40.7127753
"818","McAllen, Texas",-98.2300124,26.2034071
"819","San Francisco, California",-122.4194155,37.7749295
"820","San Francisco, California",-122.4194155,37.7749295
"821","Boston, Massachusetts",-71.0588801,42.3600825
"822","San Francisco, California",-122.4194155,37.7749295
"823","San Francisco, California",-122.4194155,37.7749295
"824","California, California",-117.9859038,35.125801
"825","San Francisco, California",-122.4194155,37.7749295
"826","Chicago, Illinois",-87.6297982,41.8781136
"827","Bellevue, Nebraska",-95.9145568,41.1543623
"828","California, California",-117.9859038,35.125801
"829","Barcelona, Catalonia, Spain",2.168568,41.3873974
"830","California, California",-117.9859038,35.125801
"831","Somerville, Massachusetts",-71.0994968,42.3875968
"832","New York, New York",-74.0059728,40.7127753
"833","Los Angeles, California",-118.2436849,34.0522342
"834","California, California",-117.9859038,35.125801
"835","Grapevine, Texas",-97.0780654,32.9342919
"836","Bridgeport, Connecticut",-73.1894384,41.1792258
"837","Matawan, New Jersey",-74.2295891,40.41483
"838","Hartford, Connecticut",-72.6733723,41.7658043
"839","Boston, Massachusetts",-71.0588801,42.3600825
"840","Mountain View, California",-122.0838511,37.3860517
"841","Boston, Massachusetts",-71.0588801,42.3600825
"842","Boston, Massachusetts",-71.0588801,42.3600825
"843","San Jose, California",-121.8863286,37.3382082
"844","Boston, Massachusetts",-71.0588801,42.3600825
"845","New York, New York",-74.0059728,40.7127753
"846","Fairbanks, Alaska",-147.7163888,64.8377778
"847","Boston, Massachusetts",-71.0588801,42.3600825
"848","Boston, Massachusetts",-71.0588801,42.3600825
"849","Boston, Massachusetts",-71.0588801,42.3600825
"850","Boston, Massachusetts",-71.0588801,42.3600825
"851","San Francisco, California",-122.4194155,37.7749295
"852","California, California",-117.9859038,35.125801
"853","Chennai, Tamil Nadu, India",80.2707184,13.0826802
"854","Boston, Massachusetts",-71.0588801,42.3600825
"855","Somerville, Massachusetts",-71.0994968,42.3875968
"856","Boston, Massachusetts",-71.0588801,42.3600825
"857","Boston, Massachusetts",-71.0588801,42.3600825
"858","Boston, Massachusetts",-71.0588801,42.3600825
"859","Cambridge, Massachusetts",-71.1097335,42.3736158
"860","Somerville, Massachusetts",-71.0994968,42.3875968
"861","Boston, Massachusetts",-71.0588801,42.3600825
"862","Boston, Massachusetts",-71.0588801,42.3600825
"863","Boston, Massachusetts",-71.0588801,42.3600825
